,Unnamed: 0,HostCorrectedName,ParasiteCorrectedName,Arthropod,Bacteria,Protozoa,Fungus,Virus,Helminth,NoEntry,Vector,Direct,Indirect,Sexual,Vertical,CloseT,Nonclose,Intermediate,WtAvgPrevalence,Citation,Parasite_type,transmission_type
1750,1750,Papio anubis,Rhipicephalus pulchellus,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.15,1,Arthropod,Direct-Indirect-Nonclose
1751,1751,Papio anubis,Rhipicephalus sanguineus,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1752,1752,Papio anubis,Rhipicephalus simus,4,0,0,0,0,0,0,0,4,4,0,0,0,4,0,,2,Arthropod,Direct-Indirect-Nonclose
1753,1753,Papio anubis,Schistosoma haematobium,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.042970297,2,Helminth,Indirect-Intermediate
1754,1754,Papio anubis,Schistosoma mansoni,0,0,0,0,0,28,0,0,0,28,0,0,0,0,28,0.199490761,15,Helminth,Indirect-Intermediate
1755,1755,Papio anubis,Schistosoma mattheei,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.26,1,Helminth,Indirect-Intermediate
1756,1756,Papio anubis,Simplexvirus Papiine alphaherpesvirus 2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.018,1,Virus,
1757,1757,Papio anubis,Sparganum sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.42,1,Helminth,Indirect-Intermediate
1758,1758,Papio anubis,Streptopharagus armatus,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1759,1759,Papio anubis,Streptopharagus baylisi,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0.46,3,Helminth,Indirect-Intermediate
1760,1760,Papio anubis,Streptopharagus pigmentatus,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.39988,1,Helminth,Indirect-Intermediate
1761,1761,Papio anubis,Strongylida sp.,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0.9565,2,Helminth,Direct-Nonclose
1762,1762,Papio anubis,Strongyloides fuelleborni,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0.53519685,2,Helminth,Direct-Indirect-Nonclose
1763,1763,Papio anubis,Ternidens deminutus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Helminth,
1764,1764,Papio anubis,Treponema pallidum,0,22,0,0,0,0,0,0,22,0,22,0,22,0,0,,4,Bacteria,Direct-Sexual-CloseT
1765,1765,Papio anubis,Trichostrongylus sp.,0,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0.274635071,5,Helminth,Direct-Nonclose
1766,1766,Papio anubis,Trichuris trichiura,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0.711674242,3,Helminth,Direct-Nonclose
1767,1767,Papio anubis,Trombiculidae sp.,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.08,1,Arthropod,Indirect-Nonclose
1768,1768,Papio cynocephalus,Acanthocephalus sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1769,1769,Papio cynocephalus,Ancylostoma sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,,2,Helminth,Direct-Nonclose
1770,1770,Papio cynocephalus,Arterivirus Simian hemorrhagic fever virus,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.419,1,Virus,Direct-CloseT-Nonclose
1771,1771,Papio cynocephalus,Babesia equi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1772,1772,Papio cynocephalus,Babesia microti,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.032,2,Protozoa,Vector-Indirect
1773,1773,Papio cynocephalus,Bacillus mycoides,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,,1,Bacteria,Indirect-Nonclose
1774,1774,Papio cynocephalus,Balantidium coli,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0.366895425,3,Protozoa,Direct-CloseT-Nonclose
1775,1775,Papio cynocephalus,Bertiella studeri,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.27,1,Helminth,Indirect-Intermediate
1776,1776,Papio cynocephalus,Cercopithifilaria kenyensis,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1777,1777,Papio cynocephalus,Chilomastix mesnili,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.01,1,Protozoa,Direct-CloseT-Nonclose
1778,1778,Papio cynocephalus,Coxiella burnetti,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,,1,Bacteria,Vector-Direct-Indirect-CloseT-Nonclose
1779,1779,Papio cynocephalus,Ctenocephalides canis,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,1,Arthropod,Direct-CloseT-Nonclose
1780,1780,Papio cynocephalus,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,5,0,0,0,5,0,5,5,5,0,0,0.41,1,Virus,Direct-Sexual-Vertical-CloseT
1781,1781,Papio cynocephalus,Endolimax nana,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0.082933702,2,Protozoa,Direct-CloseT-Nonclose
1782,1782,Papio cynocephalus,Entamoeba chattoni,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0.079237569,2,Protozoa,Direct-CloseT-Nonclose
1783,1783,Papio cynocephalus,Entamoeba coli,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0.475947712,4,Protozoa,Direct-CloseT-Nonclose
1784,1784,Papio cynocephalus,Entamoeba hartmanni,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0.187480663,2,Protozoa,Direct-CloseT-Nonclose
1785,1785,Papio cynocephalus,Entamoeba histolytica,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0.095237569,3,Protozoa,Direct-CloseT-Nonclose
1786,1786,Papio cynocephalus,Enterobacter aerogenes,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,,1,Bacteria,Direct-Indirect-CloseT-Nonclose
1787,1787,Papio cynocephalus,Enterobius brevicauda,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,0.43,2,Helminth,Direct-CloseT-Nonclose
1788,1788,Papio cynocephalus,Enterobius vermicularis,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0.144,2,Helminth,Direct-CloseT-Nonclose
1789,1789,Papio cynocephalus,Enterovirus Enterovirus B,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0.460178571,1,Virus,Direct-CloseT-Nonclose
1790,1790,Papio cynocephalus,Entopolypoides macaci,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.12,1,Protozoa,Vector-Indirect
1791,1791,Papio cynocephalus,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.3,1,Virus,Vector-Indirect
1792,1792,Papio cynocephalus,Hepatocystis kochi,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0.619,3,Protozoa,Vector-Indirect
1793,1793,Papio cynocephalus,Hepatocystis simiae,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0.22,2,Protozoa,Vector-Indirect
1794,1794,Papio cynocephalus,Hyalomma truncatum,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,,2,Arthropod,Direct-Indirect
1795,1795,Papio cynocephalus,Influenzavirus A Influenza A virus,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.5,1,Virus,Direct-CloseT
1796,1796,Papio cynocephalus,Iodamoeba butschlii,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.222,1,Protozoa,Direct-CloseT-Nonclose
1797,1797,Papio cynocephalus,Isospora sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.00787402,1,Protozoa,Direct
1798,1798,Papio cynocephalus,Ixodes cavipalpus,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,,2,Arthropod,Direct-Indirect-Nonclose
1799,1799,Papio cynocephalus,Klebsiella sp.,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,Bacteria,Direct-Indirect
1800,1800,Papio cynocephalus,Lentivirus Simian immunodeficiency virus,0,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0.01,2,Virus,Direct-Sexual-Vertical-CloseT
1801,1801,Papio cynocephalus,Loa loa,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,,1,Helminth,Vector-Indirect
1802,1802,Papio cynocephalus,Macracanthorhynchus hirudinaceus,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1803,1803,Papio cynocephalus,Mossuril hapavirus,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,1,Virus,Direct-CloseT
1804,1804,Papio cynocephalus,Necator americanus,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1805,1805,Papio cynocephalus,Neisseria sp.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,Bacteria,Direct
1806,1806,Papio cynocephalus,Oesophagostomum bifurcum,0,0,0,0,0,12,0,0,12,0,0,0,0,12,0,0.34,3,Helminth,Direct-Nonclose
1807,1807,Papio cynocephalus,Oxyuris sp.,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,1,Helminth,Direct-CloseT-Nonclose
1808,1808,Papio cynocephalus,Pasteurella sp.,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Bacteria,Direct-CloseT
1809,1809,Papio cynocephalus,Physaloptera caucasia,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0.363830357,4,Helminth,Indirect-Intermediate
1810,1810,Papio cynocephalus,Physaloptera mordens,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1811,1811,Papio cynocephalus,Pneumonyssus mossambicensis,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.14,1,Arthropod,Direct-CloseT
1812,1812,Papio cynocephalus,Pneumonyssus santos-diasi,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.18,1,Arthropod,Direct-CloseT
1813,1813,Papio cynocephalus,Porocephalus sp.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,1,Arthropod,Indirect-Intermediate
1814,1814,Papio cynocephalus,Primasubulura sp.,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0.041698198,4,Helminth,Direct-CloseT
1815,1815,Papio cynocephalus,Pseudomonas aeruginosa,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,,1,Bacteria,Direct-Indirect-CloseT-Nonclose
1816,1816,Papio cynocephalus,Reovirus sp.,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.38,1,Virus,Direct-CloseT
1817,1817,Papio cynocephalus,Respirovirus Human parainfluenza virus 3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.03,1,Virus,Direct-CloseT
1818,1818,Papio cynocephalus,Rhipicephalus appendiculatus,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1819,1819,Papio cynocephalus,Rhipicephalus pravus,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,,2,Arthropod,Direct-Indirect-Nonclose
1820,1820,Papio cynocephalus,Rhipicephalus pulchellus,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,,2,Arthropod,Direct-Indirect-Nonclose
1821,1821,Papio cynocephalus,Rhipicephalus simus,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,,3,Arthropod,Direct-Indirect-Nonclose
1822,1822,Papio cynocephalus,Rubulavirus Human parainfluenza virus 2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.07,1,Virus,Direct-CloseT
1823,1823,Papio cynocephalus,Schistosoma mattheei,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1824,1824,Papio cynocephalus,Spirurida sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1825,1825,Papio cynocephalus,Streptococcus sp.,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Bacteria,Direct-CloseT
1826,1826,Papio cynocephalus,Streptopharagus baylisi,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0.03,2,Helminth,Indirect-Intermediate
1827,1827,Papio cynocephalus,Streptopharagus bifurcum,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1828,1828,Papio cynocephalus,Streptopharagus pigmentatus,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0.313566964,4,Helminth,Indirect-Intermediate
1829,1829,Papio cynocephalus,Strongyloides fuelleborni,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0.082,3,Helminth,Direct-Indirect-Nonclose
1830,1830,Papio cynocephalus,Strongyloides stercoralis,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,,1,Helminth,Direct-Indirect-Nonclose
1831,1831,Papio cynocephalus,Subulura distans,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,,1,Helminth,Direct-Indirect-Intermediate
1832,1832,Papio cynocephalus,Treponema pallidum,0,16,0,0,0,0,0,0,16,0,16,0,16,0,0,,3,Bacteria,Direct-Sexual-CloseT
1833,1833,Papio cynocephalus,Trichostrongylus colubriformis,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1834,1834,Papio cynocephalus,Trichuris trichiura,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.981616438,2,Helminth,Direct-Nonclose
1835,1835,Papio cynocephalus,Watsonius deschiensi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1836,1836,Papio hamadryas,Ascaris sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.061,1,Helminth,Direct-Nonclose
1837,1837,Papio hamadryas,Balantidium coli,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0.043993407,2,Protozoa,Direct-CloseT-Nonclose
1838,1838,Papio hamadryas,Chilomastix mesnili,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.294,1,Protozoa,Direct-CloseT-Nonclose
1839,1839,Papio hamadryas,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.5,1,Virus,Direct-Sexual-Vertical-CloseT
1840,1840,Papio hamadryas,Entamoeba coli,0,0,9,0,0,0,0,0,9,0,0,0,9,9,0,0.325213396,2,Protozoa,Direct-CloseT-Nonclose
1841,1841,Papio hamadryas,Entamoeba histolytica,0,0,9,0,0,0,0,0,9,0,0,0,9,9,0,0.194397297,2,Protozoa,Direct-CloseT-Nonclose
1842,1842,Papio hamadryas,Enterobius vermicularis,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.009,1,Helminth,Direct-CloseT-Nonclose
1843,1843,Papio hamadryas,Giardia intestinalis,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0.229929612,2,Protozoa,Direct-Nonclose
1844,1844,Papio hamadryas,Hepatocystis simiae,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1845,1845,Papio hamadryas,Hymenolepis nana,0,0,0,0,0,8,0,0,0,8,0,0,0,0,8,0.064735901,2,Helminth,Indirect-Intermediate
1846,1846,Papio hamadryas,Mastadenovirus Papio hamadryas adenovirus 1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,Virus,
1847,1847,Papio hamadryas,Necator sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.294,1,Helminth,Direct-Nonclose
1848,1848,Papio hamadryas,Oesophagostomum bifurcum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1849,1849,Papio hamadryas,Physaloptera multipapillata,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1850,1850,Papio hamadryas,Schistosoma mansoni,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0.05835545,2,Helminth,Indirect-Intermediate
1851,1851,Papio hamadryas,Streptopharagus baylisi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1852,1852,Papio hamadryas,Streptopharagus pigmentatus,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1853,1853,Papio hamadryas,Strongyloides fuelleborni,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.412,1,Helminth,Direct-Indirect-Nonclose
1854,1854,Papio hamadryas,Trichostrongylus colubriformis,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1855,1855,Papio hamadryas,Trichostrongylus subtilis,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1856,1856,Papio hamadryas,Trichuris sp.,0,0,0,0,0,9,0,0,9,0,0,0,0,9,0,0.073568282,3,Helminth,Direct-Nonclose
1857,1857,Papio papio,Ascaris sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.03,1,Helminth,Direct-Nonclose
1858,1858,Papio papio,Balantidium coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.72,1,Protozoa,Direct-CloseT-Nonclose
1859,1859,Papio papio,Ctenocephalides felis,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,1,Arthropod,Direct-CloseT-Nonclose
1860,1860,Papio papio,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0.27,1,Virus,Direct-Sexual-Vertical-CloseT
1861,1861,Papio papio,Entamoeba coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.87,1,Protozoa,Direct-CloseT-Nonclose
1862,1862,Papio papio,Enterobius sp.,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0.39,2,Helminth,Direct-CloseT-Nonclose
1863,1863,Papio papio,Flavivirus Bouboui,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
1864,1864,Papio papio,Hepatocystis kochi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1865,1865,Papio papio,Hepatocystis simiae,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1866,1866,Papio papio,Hepatovirus Hepatitis A,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0.33,1,Virus,Direct-CloseT-Nonclose
1867,1867,Papio papio,Iodamoeba butschlii,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.38,1,Protozoa,Direct-CloseT-Nonclose
1868,1868,Papio papio,Loa loa,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.2,1,Helminth,Vector-Indirect
1869,1869,Papio papio,Necator sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.38,1,Helminth,Direct-Nonclose
1870,1870,Papio papio,Oesophagostomum bifurcum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1871,1871,Papio papio,Oesophagostomum maurum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1872,1872,Papio papio,Oesophagostomum pachycephalum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1873,1873,Papio papio,Physaloptera sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.31,2,Helminth,Indirect-Intermediate
1874,1874,Papio papio,Prosarcoptes pitheci,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,1,Arthropod,Direct-CloseT-Nonclose
1875,1875,Papio papio,Protospirura sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.7,1,Helminth,Indirect-Intermediate
1876,1876,Papio papio,Schistosoma haematobium,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.02,1,Helminth,Indirect-Intermediate
1877,1877,Papio papio,Schistosoma mansoni,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.23,1,Helminth,Indirect-Intermediate
1878,1878,Papio papio,Streptopharagus sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.093309353,2,Helminth,Indirect-Intermediate
1879,1879,Papio papio,Strongyloides sp.,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0.094532374,2,Helminth,Direct-Indirect-Nonclose
1880,1880,Papio papio,Subulura distans,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,,1,Helminth,Direct-Indirect-Intermediate
1881,1881,Papio papio,Treponema sp.,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0.152,2,Bacteria,Direct-Sexual-CloseT
1882,1882,Papio papio,Trichuris trichiura,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1883,1883,Papio papio,Watsonius sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.44,1,Helminth,Indirect-Intermediate
1884,1884,Papio sp.,Achromobacter sp.,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,Bacteria,CloseT-Nonclose
1885,1885,Papio sp.,Aerobacter sp.,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,Bacteria,Direct-Indirect
1886,1886,Papio sp.,Amblyomma cohaerens,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1887,1887,Papio sp.,Ancylostoma duodenale,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1888,1888,Papio sp.,Armillifer armillatus,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,1,Arthropod,Indirect-Nonclose-Intermediate
1889,1889,Papio sp.,Bacillus sp.,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,,2,Bacteria,Indirect
1890,1890,Papio sp.,Balantidium sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,Protozoa,Direct
1891,1891,Papio sp.,Bertiella studeri,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1892,1892,Papio sp.,Brucella melitensis,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,,1,Bacteria,Direct-Sexual-Vertical-CloseT-Nonclose
1893,1893,Papio sp.,Candida sp.,0,0,0,4,0,0,0,0,4,4,0,4,4,4,0,,1,Fungus,Direct-Indirect-Vertical-CloseT-Nonclose
1894,1894,Papio sp.,Chilomastix sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,Protozoa,Direct
1895,1895,Papio sp.,Chlamydonema tumefaciens,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1896,1896,Papio sp.,Clostridium sp.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Bacteria,Direct-Nonclose
1897,1897,Papio sp.,Corynebacterium sp.,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,,2,Bacteria,Direct-Indirect
1898,1898,Papio sp.,Coxiella burnetti,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0.48,1,Bacteria,Vector-Direct-Indirect-CloseT-Nonclose
1899,1899,Papio sp.,Cryptococcus sp.,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,,1,Fungus,Indirect
1900,1900,Papio sp.,Cyclospora papionis,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,1,Protozoa,Direct-CloseT-Nonclose
1901,1901,Papio sp.,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,5,0,0,0,5,0,5,5,5,0,0,0.138272425,2,Virus,Direct-Sexual-Vertical-CloseT
1902,1902,Papio sp.,Dicrocoelium sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,,1,Helminth,Indirect-Intermediate
1903,1903,Papio sp.,Echinococcus sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1904,1904,Papio sp.,Enterobius sp.,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,1,Helminth,Direct-CloseT-Nonclose
1905,1905,Papio sp.,Escherichia sp.,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,Bacteria,Direct-Indirect
1906,1906,Papio sp.,Filariidae sp.,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1907,1907,Papio sp.,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
1908,1908,Papio sp.,Francisella tularensis,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0.19,1,Bacteria,Vector-Direct-Indirect-CloseT-Nonclose
1909,1909,Papio sp.,Geotrichum sp.,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,,1,Fungus,Indirect-Nonclose
1910,1910,Papio sp.,Giardia sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,1,Protozoa,Direct-Nonclose
1911,1911,Papio sp.,Hepatocystis kochi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1912,1912,Papio sp.,Influenzavirus A Influenza A virus,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.02,1,Virus,Direct-CloseT
1913,1913,Papio sp.,Ixodes rasus,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1914,1914,Papio sp.,Klebsiella sp.,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,Bacteria,Direct-Indirect
1915,1915,Papio sp.,Listeria monocytogenes,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,,1,Bacteria,Direct-Indirect-Vertical-Nonclose
1916,1916,Papio sp.,Loa loa,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,,2,Helminth,Vector-Indirect
1917,1917,Papio sp.,Mastadenovirus sp.,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.01,1,Virus,Direct-CloseT-Nonclose
1918,1918,Papio sp.,Micrococcus sp.,0,2,0,0,0,0,0,0,2,2,0,2,0,2,0,,2,Bacteria,Direct-Indirect-Vertical-Nonclose
1919,1919,Papio sp.,Mycoplasma hominis,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0.53,1,Bacteria,Direct-Sexual-Vertical
1920,1920,Papio sp.,Neisseria sp.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,Bacteria,Direct
1921,1921,Papio sp.,Nocardia sp.,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,,2,Bacteria,Indirect-Nonclose
1922,1922,Papio sp.,Oesophagostomum attenuatum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1923,1923,Papio sp.,Oesophagostomum bifurcum,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,,3,Helminth,Direct-Nonclose
1924,1924,Papio sp.,Paracolobactrum sp.,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,Bacteria,Direct-Indirect
1925,1925,Papio sp.,Physaloptera caucasia,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,,2,Helminth,Indirect-Intermediate
1926,1926,Papio sp.,Pneumonyssus congoensis,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.94,1,Arthropod,Direct-CloseT
1927,1927,Papio sp.,Pneumonyssus mossambicensis,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,2,Arthropod,Direct-CloseT
